question,taxa_acerto,num_submissoes,taxa_aceitacao,num_testes,num_consultas,num_erros,num_erros_lgcs,num_errors_stx,num_eventos,num_eventos_del,tempo_implementacao,num_std_sem_submissao,qtd_alteracoes_codigo
1002,1.0,1.25,0.8,8.0625,9.3125,0.25,0.125,0.125,72.625,7.8125,0.0,2.0,151.75
1020,0.9,6.75,0.13333333333333333,18.0,24.75,5.85,1.35,4.5,820.45,123.95,88.00961111111093,14.0,537.25
1023,0.9375,3.1875,0.29411764705882354,12.0,15.1875,2.25,1.875,0.375,451.3125,57.625,55.75380000000002,2.0,408.1875
1025,0.9444444444444444,1.7777777777777777,0.53125,13.166666666666666,14.944444444444445,0.8333333333333334,0.4444444444444444,0.3888888888888889,310.3888888888889,39.05555555555556,0.0,5.0,494.1666666666667
1027,0.8928571428571429,5.517857142857143,0.16181229773462782,22.732142857142858,28.25,4.625,1.3571428571428572,3.267857142857143,955.0357142857143,65.39285714285714,164.85414000000014,26.0,371.75
1028,0.8214285714285714,7.178571428571429,0.11442786069651742,23.446428571428573,30.625,6.357142857142857,3.732142857142857,2.625,1413.7142857142858,125.98214285714286,172.32252173913076,43.0,613.4285714285714
1029,0.75,4.265625,0.17582417582417584,20.265625,24.53125,3.515625,1.40625,2.109375,1262.046875,90.734375,96.52856249999967,35.0,448.0625
1030,0.8103448275862069,6.603448275862069,0.1227154046997389,23.275862068965516,29.879310344827587,5.793103448275862,2.2241379310344827,3.5689655172413794,1332.3275862068965,121.43103448275862,167.6032978723397,34.0,434.7758620689655
1031,0.8,6.888888888888889,0.11612903225806452,19.57777777777778,26.466666666666665,6.088888888888889,1.5777777777777777,4.511111111111111,906.8222222222222,78.4888888888889,195.368916666666,21.0,500.64444444444445
1032,0.8360655737704918,5.295081967213115,0.15789473684210525,13.655737704918034,18.950819672131146,4.459016393442623,2.1311475409836067,2.3278688524590163,987.688524590164,93.06557377049181,150.41572549019432,26.0,313.5245901639344
1033,0.7931034482758621,7.517241379310345,0.10550458715596331,18.310344827586206,25.82758620689655,6.724137931034483,4.172413793103448,2.5517241379310347,584.8620689655172,94.75862068965517,90.542304347826,13.0,445.3448275862069
1034,0.8571428571428571,4.142857142857143,0.20689655172413793,18.964285714285715,23.107142857142858,3.2857142857142856,1.1071428571428572,2.1785714285714284,554.8928571428571,97.57142857142857,56.91950000000002,14.0,402.0
1035,0.8064516129032258,2.870967741935484,0.2808988764044944,8.935483870967742,11.806451612903226,2.064516129032258,0.9032258064516129,1.1612903225806452,310.4516129032258,50.70967741935484,11.216280000000001,3.0,242.70967741935485
1036,0.88,3.84,0.22916666666666666,16.32,20.16,2.96,1.36,1.6,420.88,70.32,110.88422727272713,6.0,380.16
1037,0.7307692307692307,2.576923076923077,0.2835820895522388,17.423076923076923,20.0,1.8461538461538463,0.46153846153846156,1.3846153846153846,609.1538461538462,90.46153846153847,49.895,5.0,382.2307692307692
1038,0.7727272727272727,6.863636363636363,0.11258278145695365,17.90909090909091,24.772727272727273,6.090909090909091,2.909090909090909,3.1818181818181817,672.0,114.0,0.0,3.0,432.59090909090907
1080,0.9230769230769231,11.115384615384615,0.08304498269896193,14.384615384615385,25.5,10.192307692307692,8.5,1.6923076923076923,671.8461538461538,84.34615384615384,51.74512500000002,7.0,396.96153846153845
1081,0.9803921568627451,4.0588235294117645,0.24154589371980675,10.27450980392157,14.333333333333334,3.0784313725490198,2.235294117647059,0.8431372549019608,461.45098039215685,57.35294117647059,114.32107999999992,16.0,230.33333333333334
1082,0.9642857142857143,3.2142857142857144,0.3,13.5,16.714285714285715,2.25,1.25,1.0,524.25,63.17857142857143,129.05274074074046,12.0,343.64285714285717
1083,0.96875,4.0,0.2421875,11.375,15.375,3.03125,2.28125,0.75,562.25,71.375,27.59177419354839,20.0,279.9375
1084,0.9655172413793104,4.827586206896552,0.2,13.551724137931034,18.379310344827587,3.8620689655172415,1.896551724137931,1.9655172413793103,756.1379310344828,96.41379310344827,194.68835714285706,10.0,362.0344827586207
1085,0.9714285714285714,2.8285714285714287,0.3434343434343434,7.514285714285714,10.342857142857143,1.8571428571428572,1.457142857142857,0.4,592.7142857142857,59.91428571428571,114.91435294117642,11.0,216.8
1086,1.0,2.911764705882353,0.3434343434343434,9.411764705882353,12.323529411764707,1.911764705882353,1.3235294117647058,0.5882352941176471,533.7647058823529,64.47058823529412,52.5476764705882,9.0,279.02941176470586
1087,0.9736842105263158,4.2894736842105265,0.22699386503067484,12.131578947368421,16.42105263157895,3.3157894736842106,2.1315789473684212,1.1842105263157894,535.3421052631579,56.60526315789474,142.8910270270269,25.0,356.55263157894734
1088,0.975,5.8,0.16810344827586207,11.3,17.1,4.825,3.275,1.55,661.35,68.375,106.88471794871788,19.0,338.9
1089,0.967741935483871,8.419354838709678,0.11494252873563218,12.258064516129032,20.677419354838708,7.451612903225806,6.096774193548387,1.3548387096774193,737.8387096774194,103.64516129032258,192.60783333333376,15.0,379.64516129032256
1090,0.9259259259259259,7.0,0.13227513227513227,12.185185185185185,19.185185185185187,6.074074074074074,4.111111111111111,1.962962962962963,606.6666666666666,75.29629629629629,95.81227999999996,20.0,425.5925925925926
1091,1.0,6.27027027027027,0.15948275862068967,16.405405405405407,22.675675675675677,5.27027027027027,4.4324324324324325,0.8378378378378378,508.9189189189189,55.972972972972975,269.17894594594577,13.0,373.3243243243243
1092,0.8064516129032258,7.096774193548387,0.11363636363636363,16.29032258064516,23.387096774193548,6.290322580645161,5.129032258064516,1.1612903225806452,837.7096774193549,94.19354838709677,286.46927999999974,28.0,571.3225806451613
1093,0.88,6.46,0.13622291021671826,13.52,19.98,5.58,4.68,0.9,562.66,69.48,172.54820454545444,38.0,374.14
